absolute_url,incipit,genre,genre_id_url,mode_name,mode_id_url,finalis,src_link,cantus_id,indexing_notes,source_description
https://cantusdatabase.org/chant/669638,Hic est beatissimus evangelista et,Responsory,https://www.wikidata.org/wiki/Q604748,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/669163,006819,,"Spanish-language inscriptions and annotations suggest this antiphoner’s origin and use in Spain, although no date or place of origin or use is recorded or known. Prior to arrival at the University of Sydney library in 2017, its most recent ownership was in northern Europe. 
 
The volume has been part of a set, as indicated by the Spanish inscription on the inside front cover: “Tiene los Reyes y las os Libro .3. Bisperas” (It has the Kings [Epiphany] and the Os [O antiphons] Book 3 Vespers). The book’s presentation suggests its design to follow immediately from the previous book in the set. 

The binding appears original, and the book is complete apart from the loss of one folio. Arabic numerals are employed for the foliation and are placed top right recto of each folio. This appears to be the original foliation. Gathering numbers remain visible at bottom right corner of many folios. Initials indicate hierarchy of chants with the two most important categories employing both red and blue ink; black initials often with yellow highlighting are also used. The book shows signs of use and wear, and folios have been repaired sometimes with the addition of patches taken from other manuscript pages (including some showing more modern musical notation).
 
On the middle of the verso side of the book’s final folio is a blank patch. Hidden beneath this pasted paper attachment is a colophon written in Spanish and probably dating from the time of copying of the book. The text refers to the involvement of two women in the book’s preparation. They, along with the unnamed scribe, ask to be remembered by the users of the book in their prayers.

Inventory and description by Kathleen Nelson, The University of Sydney. 
Completed September 2019."
https://cantusdatabase.org/chant/560432,Loquetur pacem gentibus et potestas,Responsory verse,,mixolydian mode,https://www.wikidata.org/wiki/Q321814,B,https://cantusdatabase.org/source/123756,006254c,,
https://cantusdatabase.org/chant/561604,Veni hodie ad fontem aquae,Responsory,https://www.wikidata.org/wiki/Q604748,dorian mode,https://www.wikidata.org/wiki/Q960729,D,https://cantusdatabase.org/source/123756,007827,,
https://cantusdatabase.org/chant/638197,In mente altissimi o Satana,Dramatic element (used for items of liturgical drama that are not otherwise rubricked),,hypodorian mode,https://www.wikidata.org/wiki/Q842766,D,https://cantusdatabase.org/source/588308,a01054,,"The Wiesbaden codex contains the following textual and musical works by Hildegard of Bingen (1098–1179): Scivias (1v–135v); Liber vitae meritorum (136r–201v); Liber divinorum operum (202r–308r); Episotla ad praelatos Moguntinos (308v–317r); Vita Hildegardis (317r–327v); Initium libri Epistolarum et orationum Sanctae Hildegardis (328r–434r); Expositio Evangeliorum (434r–461v); Lingua ignotae (461v–464v); Litterae quas villarenses fratres post obitum domine nostre Hildegardis ad nos miserunt (464v–465r); Symphonia Harmoniae Caelestium Revelationum (466r–478v); Ordo virtutum (478v–481v). The notated chants in the collection known as Symphonia Harmoniae Caelestium Revelationum (Symphony of the Harmony of Celestial Revelations) and the music drama, the Ordo virtutum (Order of the Virtues), are indexed in Cantus. The Dendermonde codex (MS 9) does not include the Ordo virtutum and is a less complete collection of the other chants. The Ordo virtutum is also found, however, in Additional Manuscript 15102, British Library, London (1487). Hildegard composed the Symphonia for use in the Mass and Office c. 1141–1158, including antiphons, responses, sequences, hymns, a Kyrie, and an alleluia. 

The Wiesbaden codex is often called the Riesencodex (""giant codex"") because the Wiesbaden library held two Hildegard manuscripts originally, one small and one large; the Riesencodex is the larger of the two (the other, MS 1, was a highly illuminated copy of Hildegard's Scivias, dating from her lifetime; it has been lost since WWII).

As the Wiesbaden codex includes the Vita Sanctae Hildegardis (Life of St. Hildegard) and the Literae Villarenses (Writings from Villers), the latter of which provides a reaction to Hildegard’s death, it was likely copied c. 1180–1190, following Hildegard’s death in 1179. It is possible that other parts of manuscript were written during Hildegard’s lifetime and under her supervision as there are five different scribal hands in this manuscript. Parchment darkening on f. 466 and folio numbering irregularities suggest that the chant portion of the Wiesbaden codex (f. 466–481) was kept apart for a period of time before its inclusion in the codex. At a contested date, pig-skin bound wooden covers with brass bindings and a chain at the back were added to the manuscript. There are pencil folio numbers in the upper right hand in a modern hand.

The chants in the Wiesbaden codex are physically divided by genre: the first gathering (f. 466–472v) has responsories and antiphons; the second gathering (f. 473–481v) has hymns, sequences, the Allelulia (473v), and the liturgical drama Ordo Virtutum. These two generic groups are divided by the Kyrie chant (f. 472v). There are also two thematic cycles organized hierarchically: the first from the Holy Trinity to the Dedication of the Church; and the second from the Holy Spirit and Mary to chants for Virgins and Widows.

The manuscript was held at the Rupertsberg monastery until the seventeenth century, when the nuns fled during the Thirty Years' War, taking the manuscript with them. From the seventeenth to the nineteenth centuries, it was kept at the daughter house that Hildegard had established across the Rhine in Eibingen in 1165. That monastery was ordered to be closed in the early nineteenth century, and the manuscript was transferred to the new state library in Wiesbaden, known today as the Hochschul- und Landesbibliothek RheinMain. It remained there until 1942 when it was sent to Dresden for safe-keeping during WWII. It was transferred to the Soviet sector of Berlin in late 1947 or early 1948, and was returned to Wiesbaden in March 1948, where it has remained.

The differentiae in this manuscript are labelled according to their modal type: protus (1 or 2); deuterus (3 or 4); tritus (5 or 6); and tetrardus (7 or 8). Within each modal type, unique differentiae are identified by an uppercase letter indicating the final pitch of the differentia and an arbitrarily-assigned number, e.g. A1, D2, etc. The Volpiano transcription of each differentia is included in the Extra field."
https://cantusdatabase.org/chant/704158,Ponens Petrus genua sua oravit,Antiphon,https://www.wikidata.org/wiki/Q582093,6T,,C,https://cantusdatabase.org/source/702611,004304,,"B-Gu, Hs. BKT.006 (the ‘Tsgrooten Antiphoner’) was commissioned in 1522 by Antonius Tsgrooten, abbot of the Premonstratensian abbey of Tongerlo, located in the province of Antwerp. The manuscript is a summer volume, holding the chants for the divine office from Easter up until the Sunday before Advent. The corresponding winter volume—with chants from Advent to Holy Week—is in the British Library (GB-Lbl, Add. MS 15427). Also commissioned in 1522 was a hymnary (GB-Lbl, Add. MS 15426). These three manuscripts are all of similar dimensions, compilation structures, and styles. 

All three manuscripts are of interest for the illuminated miniatures and border flourishing, executed in the Ghent-Bruges style, with particularly elaborate border pages for key feasts. The scribe responsible for the manuscripts, Franciscus van Weert, was a prolific copyist for other Premonstratensian manuscripts, including those at the nearby abbeys of Park and Averbode. 

B-Gu, Hs. BKT.006—along with its companion volumes—was heavily edited in the seventeenth century to adhere more consistently with Premonstratensian chant reform. These editorial changes accord with other manuscripts from the order, and conform with the new edition of the Antiphonarium Praemonstratense published by Guillaume-Gabriel Nivers (Paris, 1680). These changes manifest in the erasures of older notes and text, and overwriting in a newer hand. Some chants and rubrics are struck through entirely, whereas new additions and notes are inserted interlinearly or in available margin space.

Prior to the abbey’s dissolution during the French Revolution, the manuscript was gifted to the House of Merode. The Flemish Government bought the manuscript in 2008, after which it was brought to its current home at the Universiteit Gent."
https://cantusdatabase.org/chant/561262,Fidelia omnia mandata ejus confirmata,Antiphon,https://www.wikidata.org/wiki/Q582093,hypophrygian mode,https://www.wikidata.org/wiki/Q1641387,E,https://cantusdatabase.org/source/123756,002865,,
https://cantusdatabase.org/chant/563069,Praeparate corda vestra domino et,Responsory,https://www.wikidata.org/wiki/Q604748,phrygian mode,https://www.wikidata.org/wiki/Q1342409,E,https://cantusdatabase.org/source/123756,007425,,
https://cantusdatabase.org/chant/563253,Qui regis Israel intende qui,Responsory verse,,hypodorian mode,https://www.wikidata.org/wiki/Q842766,C,https://cantusdatabase.org/source/123756,007786a,,
https://cantusdatabase.org/chant/675592,Lustra sex qui iam peracta,Hymn,https://www.wikidata.org/wiki/Q484692,3T,,A,https://cantusdatabase.org/source/669030,008367:06,"appears as Hymnverse in database, but here appears as first verse, therefore I have designated it as H.",
https://cantusdatabase.org/chant/670441,Dum venerit paraclitus spiritus veritatis,Communion,,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/669907,g01066,IMG_0911.jpg and IMG_0912.jpg,"Since Didacus of Alcalá was canonized in 1588 by Pope Sixtus V and this manuscript includes a feast in his name, this manuscript was probably copied at the end of the 16th century, after the arrival of the Franciscan commission to Quito in 1534 led by Jodocus Rickye and Pierre Gosseal who founded the Church and Convent. A colophon at 148r (fragmented) suggests that part of the manuscript may have been completed in 1600, as the fragmented date ends with a partially visible D followed by C.

The manuscript includes chants for the Proper of the Time (Palm Sunday to Eve of Pentecost) as well as Masses and interpolated Offices for the Proper of the Time and Proper of the Saints, ending with an isolated sequence and invitatory. Of the 148 folios, ff. 1r–115v have Arabic foliation with red ink, whereas the latter folios have later added Roman foliation in black ink (ff. Ir–XXXIIIv). The index continues the Arabic numbering from 116r–148v rather than switching to the Roman foliation, but the Roman numbering is included in the Extra Field (any Roman numbering that is difficult to discern is indicated in square brackets, as in [1]). There is evidence of a different copyist’s hand on ff. 146v–148v for the sequence 'Victimae paschali laudes' and the invitatory for the Transfiguration, 'Summum regem gloriae' (fragmented). There are three lacunae: at 114v within Vigilia Pentecostes; 115r at the end of Vigilia Pentecostes and before a brief section of Mass Ordinary chants (Credo, Kyrie); and at 145v with a missing Magnificat antiphon for the feast of Joachim and before the concluding folios in a different hand.  The index includes manuscript abbreviations in the Manuscript Spellings Text Field. Abbreviated letters are indicated using a circumflex (ex: ê). A such, the circumflex indicates the presence of an abbreviation, but not the specific abbreviatory mark. Consultation with the manuscript images can confirm which abbreviatory mark was employed by the scribe. The differentiae for the introit verses and antiphons are identified by differentia final and a sequentially-ordered numeral (ex: E1, E2). Variant versions of differentiae receive a letter suffix (ex: E1a, E2a). There is one fully notated invitatory tone: PA at 128v for Exspectationis BMV (an incipit only version occurs at 122v for Exaltatio Crucis).

This fragmented Gradual is part of a collection of thirty-eight liturgical manuscripts within the collection of the Church of San Francisco in Quito, including fifteen antiphonaries, four graduals, eight hymnals, ten psalters, and one ritual (see Estevez Monagas, 2019). Although much work has been done to address church music in Quito (including by American musicologist Robert M. Stevenson and Spanish musicologist Alejandro Massó), the plainchant manuscripts of Quito are an emerging area of research, with the index for EC-Qsf 18P16 being the first published inventory of a plainchant volume from an Ecuadorian church."
https://cantusdatabase.org/chant/561556,Per memetipsum juravi dicit dominus,Responsory,https://www.wikidata.org/wiki/Q604748,hypolydian mode,https://www.wikidata.org/wiki/Q5959856,F,https://cantusdatabase.org/source/123756,007375,,
https://cantusdatabase.org/chant/563202,Subvenisti angustiae generis tui et,Responsory verse,,dorian mode,https://www.wikidata.org/wiki/Q960729,F,https://cantusdatabase.org/source/123756,006253c,,
https://cantusdatabase.org/chant/562095,Deus deus meus respice in,Responsory verse,,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/123756,006425a,,
https://cantusdatabase.org/chant/672050,Undecim discipuli in Galilaeam videntes,Antiphon,https://www.wikidata.org/wiki/Q582093,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/669163,005271,,"Spanish-language inscriptions and annotations suggest this antiphoner’s origin and use in Spain, although no date or place of origin or use is recorded or known. Prior to arrival at the University of Sydney library in 2017, its most recent ownership was in northern Europe. 
 
The volume has been part of a set, as indicated by the Spanish inscription on the inside front cover: “Tiene los Reyes y las os Libro .3. Bisperas” (It has the Kings [Epiphany] and the Os [O antiphons] Book 3 Vespers). The book’s presentation suggests its design to follow immediately from the previous book in the set. 

The binding appears original, and the book is complete apart from the loss of one folio. Arabic numerals are employed for the foliation and are placed top right recto of each folio. This appears to be the original foliation. Gathering numbers remain visible at bottom right corner of many folios. Initials indicate hierarchy of chants with the two most important categories employing both red and blue ink; black initials often with yellow highlighting are also used. The book shows signs of use and wear, and folios have been repaired sometimes with the addition of patches taken from other manuscript pages (including some showing more modern musical notation).
 
On the middle of the verso side of the book’s final folio is a blank patch. Hidden beneath this pasted paper attachment is a colophon written in Spanish and probably dating from the time of copying of the book. The text refers to the involvement of two women in the book’s preparation. They, along with the unnamed scribe, ask to be remembered by the users of the book in their prayers.

Inventory and description by Kathleen Nelson, The University of Sydney. 
Completed September 2019."
https://cantusdatabase.org/chant/560758,Positis autem genibus clamabat voce,Antiphon,https://www.wikidata.org/wiki/Q582093,dorian mode,https://www.wikidata.org/wiki/Q960729,D,https://cantusdatabase.org/source/123756,004317,,
https://cantusdatabase.org/chant/638593,Domine refugium factus es nobis,Gradual,,2T,,A,https://cantusdatabase.org/source/638308,g01242,Corrected clivis on refu-GI-um. The concluding melisma seems to be not complete.,"At Bellelay Abbey from as early as 1160 until the suppression of the Abbey in 1797, the Bellelay Gradual has unknown origins. Although an important Premonstratensian manuscript of the Jurassian region, it is likely that the manuscript originated from north-eastern France and was a gift to Bellelay Abbey at its founding. To that effect, the Messine notation is not typical of the Jurassian region, and the manuscript includes many erasures and corrections suggesting adaptation to local practice. Furthermore, only one saint in the Sanctorale is particular to the Jurassian region, St. Imer (Imier), and even this seems to be a later addition from the beginning of the 13th century. The manuscript may have been a gift from the mother house of Lac de Joux Abbey, itself a sister abbey to Saint-Martin de Laon in north-eastern France."
https://cantusdatabase.org/chant/562065,Synagoga populorum circumdederunt me et,Responsory,https://www.wikidata.org/wiki/Q604748,hypodorian mode,https://www.wikidata.org/wiki/Q842766,D,https://cantusdatabase.org/source/123756,007747,,
https://cantusdatabase.org/chant/561272,Adorate dominum in aula sancta,Antiphon,https://www.wikidata.org/wiki/Q582093,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/123756,001290,,
https://cantusdatabase.org/chant/560567,Non discedimus a te vivificabis,Responsory,https://www.wikidata.org/wiki/Q604748,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/123756,007227,,
https://cantusdatabase.org/chant/674586,Vitam petiit a te tribuisti,Antiphon,https://www.wikidata.org/wiki/Q582093,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/669030,005478,,
https://cantusdatabase.org/chant/563256,Dirumpam vincula populi mei dicit,Responsory,https://www.wikidata.org/wiki/Q604748,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/123756,006461,,
https://cantusdatabase.org/chant/560809,Sunt de hic stantibus qui,Antiphon,https://www.wikidata.org/wiki/Q582093,dorian mode,https://www.wikidata.org/wiki/Q960729,D,https://cantusdatabase.org/source/123756,005056,,
https://cantusdatabase.org/chant/562048,Deus deus meus respice in,Responsory verse,,dorian mode,https://www.wikidata.org/wiki/Q960729,F,https://cantusdatabase.org/source/123756,006899c,,
https://cantusdatabase.org/chant/693574,[Claro paschali gaudio sol mundo,Hymn verse,,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/693565,008271h,,
https://cantusdatabase.org/chant/319015,Domine salva nos perimus impera,Antiphon,https://www.wikidata.org/wiki/Q582093,6T,,G,https://cantusdatabase.org/source/123708,002381,,"Provenance (origin): one of the three original manuscripts for the Carmelite convent in Kraków (along with Kraków Ms.1 and Wrocław 12025/IV); copied in Prague and brought to Kraków for the foundation of the convent in 1397
Provenance (usage): Kraków, Carmelite convent
Provenance (subsequent history): still in the library of the Kraków Carmelite convent
Noteworthy Details: This is one of six antiphoners indexed by CANTUS that were used at the Carmelite convent in Kraków. The other five manuscripts are:
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.1 (rkp. Perg. 12)
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.3 (rkp. Perg. 15)
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.4 (rkp. Perg. 20)
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.5 (rkp. Perg. 13)
    Wrocław, Zakład Narodowy im. Ossolińskich, Biblioteka, Rkp. 12025/IV
[rkp. Perg. = Rękopis Pergament; The manuscripts still remaining at the Carmelite convent in Kraków have been numbered (Ms. 1 - Ms. 5) chronologically, earliest to latest, by James Boyce. The ""rękopis"" (Polish for 'manuscript') numbers assigned by Jerzy Gołos, who ordered the sources by size from largest to smallest, have been retained in parentheses with the abbreviation ""rkp"".]
Contributors to MS Description: JB (08/2006), ed. DL (08/2007, 01/2008)."
https://cantusdatabase.org/chant/562606,Amen amen dico vobis quia,Antiphon,https://www.wikidata.org/wiki/Q582093,Hypomixolydian mode,https://www.wikidata.org/wiki/Q57976142,G,https://cantusdatabase.org/source/123756,001375,,
https://cantusdatabase.org/chant/561631,Nesciat sinistra tua quid faciat,Antiphon,https://www.wikidata.org/wiki/Q582093,dorian mode,https://www.wikidata.org/wiki/Q960729,D,https://cantusdatabase.org/source/123756,003876,,
https://cantusdatabase.org/chant/1002560,In [nomine Jesu Christi],Antiphon,https://www.wikidata.org/wiki/Q582093,hypodorian mode,https://www.wikidata.org/wiki/Q842766,D,https://cantusdatabase.org/source/1000007,003260,,"This reconstructed parchment leaf is composed of six fragments that are part of a series of musical binding materials (""The Ridgefield Project""). The parchment was used to bind volumes of the ""Histoire Ecclesiastique pour servir de continuation à celle de Monsieur l'Abbé Fleury"" (Paris, Pierre-Jean Mariette, 1720-1730). (See https://cantusdatabase.org/source/714555). 
<p>
The parchment pieces found in the Ridgefield Project appear to be from a thirteenth-century antiphoner and gradual from an (as yet unidentified) Cistercian monastery, possibly in France or Belgium. This half folio is composed of six binding pieces (""Group C"") from Volumes 15, 17, and 21 of the Histoire, and is from an antiphoner. The chants are for the feast of Agatha; it is likely this folio was near ""Group B"" (perhaps even as part of a bifolio).<p>

The fragments from the Ridgefield Project are: <p>
Group A (Gradual): https://fragmentarium.ms/overview/F-b3z1 https://cantusdatabase.org/source/1000008 <br>
<br>
Group B (Antiphoner): https://fragmentarium.ms/overview/F-e78r https://cantusdatabase.org/source/1000006 <br>
<br>
Group C (Antiphoner): https://fragmentarium.ms/overview/F-7lvz  https://cantusdatabase.org/source/1000007 <br>
<br>
Group D (Antiphoner): https://fragmentarium.ms/overview/F-7e7c (not yet published on Fragmentarium) https://cantusdatabase.org/source/1000009<br>
<br>
Group E (Antiphoner): https://fragmentarium.ms/overview/F-ly13 (not yet published on Fragmentarium) https://cantusdatabase.org/source/1000010 <br>
<br>
Group F (Antiphoner): (https://fragmentarium.ms/overview/F-yp1h (partially published on Fragmentarium) https://cantusdatabase.org/source/714555 <br>"
https://cantusdatabase.org/chant/676518,Regina caeli laetare alleluia quia,Antiphon,https://www.wikidata.org/wiki/Q582093,5T,,C,https://cantusdatabase.org/source/669030,004597.2,,
https://cantusdatabase.org/chant/563369,Erexit Jacob lapidem in titulum,Antiphon,https://www.wikidata.org/wiki/Q582093,mixolydian mode,https://www.wikidata.org/wiki/Q321814,G,https://cantusdatabase.org/source/123756,002665,,
https://cantusdatabase.org/chant/672089,Elevata est magnificentia tua super,Antiphon,https://www.wikidata.org/wiki/Q582093,hypophrygian mode,https://www.wikidata.org/wiki/Q1641387,E,https://cantusdatabase.org/source/669163,002634,,"Spanish-language inscriptions and annotations suggest this antiphoner’s origin and use in Spain, although no date or place of origin or use is recorded or known. Prior to arrival at the University of Sydney library in 2017, its most recent ownership was in northern Europe. 
 
The volume has been part of a set, as indicated by the Spanish inscription on the inside front cover: “Tiene los Reyes y las os Libro .3. Bisperas” (It has the Kings [Epiphany] and the Os [O antiphons] Book 3 Vespers). The book’s presentation suggests its design to follow immediately from the previous book in the set. 

The binding appears original, and the book is complete apart from the loss of one folio. Arabic numerals are employed for the foliation and are placed top right recto of each folio. This appears to be the original foliation. Gathering numbers remain visible at bottom right corner of many folios. Initials indicate hierarchy of chants with the two most important categories employing both red and blue ink; black initials often with yellow highlighting are also used. The book shows signs of use and wear, and folios have been repaired sometimes with the addition of patches taken from other manuscript pages (including some showing more modern musical notation).
 
On the middle of the verso side of the book’s final folio is a blank patch. Hidden beneath this pasted paper attachment is a colophon written in Spanish and probably dating from the time of copying of the book. The text refers to the involvement of two women in the book’s preparation. They, along with the unnamed scribe, ask to be remembered by the users of the book in their prayers.

Inventory and description by Kathleen Nelson, The University of Sydney. 
Completed September 2019."
